"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/Crowd/0/Transgender safespace","additionalInfo/Crowd/1/LGBTQ+ friendly","additionalInfo/Crowd/1/Transgender safespace","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Installation service","additionalInfo/Offerings/0/Repair services","additionalInfo/Offerings/1/Installation service","additionalInfo/Offerings/1/Repair services","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/English","additionalInfo/Service options/0/Online estimates","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/English","additionalInfo/Service options/1/Online estimates","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/English","additionalInfo/Service options/2/Online estimates","additionalInfo/Service options/2/Onsite services","additionalOpeningHours/Access/0/day","additionalOpeningHours/Access/0/hours","additionalOpeningHours/Access/1/day","additionalOpeningHours/Access/1/hours","additionalOpeningHours/Access/2/day","additionalOpeningHours/Access/2/hours","additionalOpeningHours/Access/3/day","additionalOpeningHours/Access/3/hours","additionalOpeningHours/Access/4/day","additionalOpeningHours/Access/4/hours","additionalOpeningHours/Access/5/day","additionalOpeningHours/Access/5/hours","additionalOpeningHours/Access/6/day","additionalOpeningHours/Access/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","depth","description","domain","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","facebooks/0","facebooks/1","fid","floor","googleFoodUrl","hotelStars","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","locatedIn","location/lat","location/lng","menu","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phones/3","phones/4","phones/5","phones/6","phones/7","phones/8","phones/9","phones/10","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","pinterests/0","placeId","plusCode","postalCode","price","rank","reserveTableUrl","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","scrapedUrls/0","scrapedUrls/1","scrapedUrls/2","scrapedUrls/3","scrapedUrls/4","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","tiktoks/0","tiktoks/1","title","totalScore","twitters/0","url","website","whatsapps/0","youtubes/0","youtubes/1","youtubes/2","youtubes/3"
,,,,,,,,,,,,,,,"true",,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14 Prestwick Way SE, Calgary, AB T2Z 3L9, Canada","Plumber",,,,,,,,,,"Plumber",,,"9728054486738027758","Calgary","false","CA","0",,"calgaryplumbing.net",,,,,,,"https://www.facebook.com/plumbingcalgary",,"0x53717790ce0b0163:0x8700fe03a5aa44ee",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHse0tkhAdRwp1jJjq6IDlQRVulBeTkgyEtJQKyYAuhunvWOZ5CBgfukzJyXoDl-nZ5cJ08kr6gSoX0pc4CApsO90ap97IU_8cr6BubXVw4eCLKh6m3F6Fy47YqSQBNE1MWf_8=w408-h278-k-no","208","https://www.instagram.com/180plumbingheating",,"false","/g/11f_f6djsr","en",,,"50.9199414","-113.9643885",,"Southeast Calgary","Monday","8 AM to 4:30 PM","Tuesday","8 AM to 4:30 PM","Wednesday","8 AM to 4:30 PM","Thursday","8 AM to 4:30 PM","Friday","8 AM to 4:30 PM","Saturday","Closed","Sunday","Closed","false","+1 587-804-8694","+15878048694","+14034049975",,,,,,,,,,,"(403) 404-9975","(403) 404-997514",,,,,,,,,,,,,"ChIJYwELzpB3cVMR7kSqpQP-AIc",,"T2Z 3L9",,"15",,,"191",,,,,,"2026-04-18T17:36:26.141Z","https://calgaryplumbing.net/?utm_source=gmb&utm_medium=organic-gmb&utm_campaign=google-my-business&utm_id=gmb","https://calgaryplumbing.net/careers/","https://calgaryplumbing.net/contact/","https://calgaryplumbing.net/","https://calgaryplumbing.net/annual-care-plan/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","14 Prestwick Way SE",,"false",,,"180 Plumbing & Heating","5",,"https://www.google.com/maps/search/?api=1&query=180%20Plumbing%20%26%20Heating&query_place_id=ChIJYwELzpB3cVMR7kSqpQP-AIc","https://calgaryplumbing.net/?utm_source=gmb&utm_medium=organic-gmb&utm_campaign=google-my-business&utm_id=gmb",,,,,
,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282 Copperstone Grove SE, Calgary, AB T2Z 4X9, Canada","Plumber",,,,,,,,,,"Plumber",,,"14033922213182944233","Calgary","false","CA","0",,"route88plumbing.ca","contact@route88plumbing.ca","route88plumbing@gmail.com",,,,,,,"0x53717755079c186b:0xc2c281e5e23bb3e9",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHs78HzC42FVhhICAW3v2f-O1OaoGsGBbm6pkuGoJPYjKB2m2XfakgynZ-hLs1kYXKCXgJqBG2xEu53FboGAtEzYqt7p28oUsSih62fswveoQ6eTLtmBoh6QEq44IJIb7n3U3fQZDpRjQkC=w408-h544-k-no","12",,,"false","/g/11m5d5hgj3","en",,,"50.9090924","-113.9309897",,"Copperfield","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-223-9661","+15872239661",,,,,,,,,,,,"587-223-9661",,,,,,,,,,,,,,"ChIJaxicB1V3cVMR6bM74uWBwsI",,"T2Z 4X9",,"8",,,"23",,,,,,"2026-04-18T17:36:26.139Z","https://route88plumbing.ca/","https://route88plumbing.ca/","https://route88plumbing.ca/#",,,"https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","282 Copperstone Grove SE",,"false",,,"Route 88 Plumbing Ltd","5",,"https://www.google.com/maps/search/?api=1&query=Route%2088%20Plumbing%20Ltd&query_place_id=ChIJaxicB1V3cVMR6bM74uWBwsI","https://route88plumbing.ca/",,,,,
,,,,,,,,,"true",,,"true",,,"true",,,"true",,"true",,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11010 46 St SE unit 16, Calgary, AB T2C 2Y6, Canada","Plumber","Furnace repair service","Gasfitter","Heating contractor","HVAC contractor","Water testing service",,,,,"Plumber",,,"6686010918218803988","Calgary","false","CA","0",,"alpha-plumbing.ca",,,,,,,"https://www.facebook.com/alphaplumbingyyc",,"0x53717823d20a4daf:0x5cc97b8190d0ab14",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTG0HAy8wgBIDdMPGOOFlrPra6yjJ4evHIep3r_Btj0PAQfEWyDIBhHnfRawtjY8XnbMx9HUhf6nuGWsYhq8W6VPL02MlcxiJYdj6h3pi5WcTmEAYg9RQmB3XEQNntE_JxkXdYcWspNgQ=w408-h306-k-no","111","https://www.instagram.com/alphaplumbingyyc",,"false","/g/11b7q8bn32","en","https://www.linkedin.com/company/alpha-plumbing-ltd",,"50.9557536","-113.9680543",,"East Shepard Industrial","Monday","8 AM to 8 PM","Tuesday","8 AM to 8 PM","Wednesday","8 AM to 8 PM","Thursday","8 AM to 8 PM","Friday","8 AM to 4 PM","Saturday","8 AM to 4 PM","Sunday","Closed","false","+1 403-768-1622","+14037681622","+14034705785",,,,,,,,,,,"403-470-5785","(403) 470-5785",,,,,,,,,,,,,"ChIJr00K0iN4cVMRFKvQkIF7yVw",,"T2C 2Y6",,"12",,,"585",,,,,,"2026-04-18T17:36:26.139Z","https://alpha-plumbing.ca/?utm_campaign=gmb","https://alpha-plumbing.ca/plumbing/low-water-pressure-repair/","https://alpha-plumbing.ca/careers/","https://alpha-plumbing.ca/maintenance-membership-contact-form/","https://alpha-plumbing.ca/contact/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","11010 46 St SE unit 16",,"false",,,"Alpha Plumbing","4.8",,"https://www.google.com/maps/search/?api=1&query=Alpha%20Plumbing&query_place_id=ChIJr00K0iN4cVMRFKvQkIF7yVw","https://alpha-plumbing.ca/?utm_campaign=gmb",,"https://www.youtube.com/channel/UCFZxXcaxMWpfrdsc6Gswnng","https://www.youtube.com/embed/g5GXGrezsso",,
,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12221 44 St SE Unit 30, Calgary, AB T2Z 4H3, Canada","Plumber","Heating contractor","Furnace repair service",,,,,,,,"Plumber",,,"6591965122995114063","Calgary","false","CA","0",,"neptuneplumbing.ca","neptune@neptuneplumbing.ca",,,,,,"https://www.facebook.com/neptuneplumbingandheating",,"0x537170e63d0f7d47:0x5b7b5d5a87e3504f",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5gVZ5OiqK8ugAi6rnGNiLcWjZP9JyvSCK1dZX9xd7_3Y2BFczrknYHohfl7XTQr36aumlDYSG81zcZUZir7qnmCLUmcrhof4lp18am8lewYLOsMMm5ysTlgW6AD7K-sxd7S9u=w408-h544-k-no","31",,,"false","/g/1v_w20vk","en",,,"50.9409058","-113.9721982",,"East Shepard Industrial","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-255-7938","+14032557938","403-255-7938",,,,,,,,,,,"403-255-7938","30 12221",,,,,,,,,,,,,"ChIJR30PPeZwcVMRT1Djh1pde1s",,"T2Z 4H3",,"10",,,"815",,,,,,"2026-04-18T17:36:26.139Z","https://www.neptuneplumbing.ca/","https://www.neptuneplumbing.ca/contact-us","https://www.neptuneplumbing.ca/about-us","https://www.neptuneplumbing.ca/our-programs","https://www.neptuneplumbing.ca/blogs","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","12221 44 St SE Unit 30",,"false",,,"Neptune Plumbing & Heating Ltd","4.8",,"https://www.google.com/maps/search/?api=1&query=Neptune%20Plumbing%20%26%20Heating%20Ltd&query_place_id=ChIJR30PPeZwcVMRT1Djh1pde1s","http://neptuneplumbing.ca/",,,,,
,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180 Copperstone Gardens SE, Calgary, AB T2Z 0R8, Canada","Plumber","Furnace repair service","Gasfitter","Heating contractor","HVAC contractor",,,,,,"Plumber",,,"17190292920924658754","Calgary","false","CA","0",,"shawmannplumbing.com","info@shawmannplumbing.ca","info@shawmannplumbing.com",,,,,,,"0xaf3a1b1b24afa10b:0xee90305560a05c42",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQf-O615bX7Ppgg2CRa_21x_b5tARvPBLrjTygS-1HAo-dDFclAuamdG6dT46gMBScpJbIv5JTwb4M_-mw3P69dG9RCNSB7kuROJs2TjVVOO7idD0a3MNcvSAWNRhR1jmZNmDXj_2_2IhI=w408-h544-k-no","25",,,"false","/g/11yl6jh070","en",,,"50.918431","-113.921669",,"Copperfield","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-325-5646","+15873255646",,,,,,,,,,,,"325-5646","(587) 325-5646",,,,,,,,,,,,,"ChIJC6GvJBsbOq8RQlygYFUwkO4",,"T2Z 0R8",,"4",,,"67",,,,,,"2026-04-18T17:36:26.138Z","https://shawmannplumbing.com/","https://shawmannplumbing.com/about-us/","https://shawmannplumbing.com/contact-us/","https://shawmannplumbing.com/faqs/","https://shawmannplumbing.com/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","180 Copperstone Gardens SE",,"false",,,"Shawmann Plumbing and Heating Ltd","5",,"https://www.google.com/maps/search/?api=1&query=Shawmann%20Plumbing%20and%20Heating%20Ltd&query_place_id=ChIJC6GvJBsbOq8RQlygYFUwkO4","http://www.shawmannplumbing.com/",,,,,
,,,,,,,,,,,,,,,"true",,,"true",,"true",,,,,,"true",,"true",,,,,,,,,,,,,,,,,,,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","356 Copperstone Grove SE, Calgary, AB T2Z 4X9, Canada","Plumber","Furnace repair service","Furnace store","Hot water system supplier",,,,,,,"Plumber",,,"14454191919145414201","Calgary","false","CA","0",,"bpplumbingandheating.ca","info@bpplumbingandheating.ca",,,,,,"https://www.facebook.com/Blue-Planet-Plumbing-Heating-Drains-Calgary",,"0x537168971bd44217:0xc8979af807fbee39",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7xSLe51YJBQhn9G-J5EqVQYytcXcUbqlEJWVFGC_-HEbn4Dt-4e8lcO63LGNk975ZBhwxfuYX8XEFX2eAU1GGnAWffTtQKpDxFkaPEQW4iRLYmWKl9EyWsjdX_YjvuH5AjRM=w408-h544-k-no","11",,,"false","/g/11gf5v4z34","en","https://www.linkedin.com/in/jason-buckley-061542144",,"50.90913","-113.930164",,"Copperfield","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-575-2583","+15875752583","587-575-2583","403-903-4781",,,,,,,,,,"(587) 575-2583","587-575-2583",,,,,,,,,,,,,"ChIJF0LUG5docVMROe77B_ial8g",,"T2Z 4X9",,"3",,,"52",,,,,,"2026-04-18T17:36:26.136Z","https://bpplumbingandheating.ca/","https://bpplumbingandheating.ca/index.html","https://bpplumbingandheating.ca/contact.html","https://bpplumbingandheating.ca/plumbing.html","https://bpplumbingandheating.ca/heating.html","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","356 Copperstone Grove SE",,"false",,,"Blue Planet Plumbing Heating & Drains","4.8",,"https://www.google.com/maps/search/?api=1&query=Blue%20Planet%20Plumbing%20Heating%20%26%20Drains&query_place_id=ChIJF0LUG5docVMROe77B_ial8g","http://www.bpplumbingandheating.ca/",,,,,
,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10861 50 St SE Suite 201, Calgary, AB T2C 3E5, Canada","Plumber","Air conditioning contractor","Air conditioning repair service","Boiler supplier","Drainage service","Electrician","Furnace repair service","Heating contractor","Heating equipment supplier","HVAC contractor","Plumber",,,"14324487035137290767","Calgary","false","CA","0",,"knightplumbing.ca",,,,,,,"https://www.facebook.com/KnightPlumbingHeatingandAirConditioning",,"0x537179e7569b9b65:0xc6cacd10670bf20f",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQSB2rT-wpP9XGQ1tf5U14nksZ-31HOz8EEc39TQnKfjJ3tqAHzNxgIO1SDPpKi1HMkiIqVSuNXrGphn9GQ_SRIif1w8I_JejSUL4azrSCHQLH-iZtomGw9feuZJMJKS_JoHs=w408-h544-k-no","1999","https://www.instagram.com/knightinstalls",,"false","/g/1th23gs0","en","https://ca.linkedin.com/company/knight-plumbing-heating",,"50.9564328","-113.962353",,"East Shepard Industrial","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-317-1583","+15873171583","(587) 317-2535",,,,,,,,,,,"(587) 317-2535","50.956432","79999999","113.962353","587-317-2535",,,,,,,,,,"ChIJZZubVud5cVMRD_ILZxDNysY",,"T2C 3E5",,"5",,,"5185",,,,,,"2026-04-18T17:36:26.138Z","https://www.knightplumbing.ca/?utm_source=google&utm_medium=gmb&utm_campaign=Knight-gmb&se_campaign=Knight%20-%20GMB","https://www.knightplumbing.ca/about-us/","https://www.knightplumbing.ca/offers/","https://www.knightplumbing.ca/blog/","https://www.knightplumbing.ca/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","10861 50 St SE Suite 201",,"false",,,"Knight Plumbing, Heating & Air Conditioning","4.8","https://twitter.com/knightheatplumb","https://www.google.com/maps/search/?api=1&query=Knight%20Plumbing%2C%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJZZubVud5cVMRD_ILZxDNysY","https://www.knightplumbing.ca/?utm_source=google&utm_medium=gmb&utm_campaign=Knight-gmb&se_campaign=Knight%20-%20GMB",,"https://www.youtube.com/@knightplumbingheatingandhv1235","https://www.youtube.com/embed/05wYSajFAvE",,
,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5222 130 Ave SE #370, Calgary, AB T2Z 5C2, Canada","Plumber","Air conditioning contractor","Heating contractor","Mechanical contractor",,,,,,,"Plumber",,,"10546560741804912965","Calgary","false","CA",,,,,,,,,,,,"0x8fecfdeebe9b509f:0x925ce91dd95cb145",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG44VoApWPDBWw5joIRFRAgluKFUtKfe_QFFJbWlCLcPncpYzBwkxrZLdXIdKZprUcO9O9qLrhkD17LXKj8VjOC-NLgVGxvD3Y4iGhch4SDeryw8DBdTp2lQkddcB-xNVLB5L-C=w408-h279-k-no","31",,,"false","/g/11tcvbyng6","en",,,"50.9322188","-113.9599033",,"East Shepard Industrial","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-305-5989","+14033055989",,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJn1Cbvu797I8RRbFc2R3pXJI",,"T2Z 5C2",,"9",,,"92",,,,,,"2026-04-18T17:36:26.139Z",,,,,,"https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","5222 130 Ave SE #370",,"false",,,"Alberta Best Home Plumbing and Heating Ltd.","4.9",,"https://www.google.com/maps/search/?api=1&query=Alberta%20Best%20Home%20Plumbing%20and%20Heating%20Ltd.&query_place_id=ChIJn1Cbvu797I8RRbFc2R3pXJI","http://www.albertabesthome.framer.website/",,,,,
,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"119 Marquis Cres SE, Calgary, AB T3M 1Y1, Canada","Plumber","Drainage service",,,,,,,,,"Plumber",,,"15633065219833016239","Calgary","false","CA","0",,"flopros.ca","service@flopros.ca",,,,,,"https://www.facebook.com/Floprosdrainservices",,"0x53719d64ad50f265:0xd8f3cdfd6aa92faf",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVyzamDG7M7iU02vU_9W0jLhNQjYz0iJ0kLgFlUP4UplYZI3BROm52LE7DasWXGXA0yeWUPYt_UwS5AhKpVTD-XZtTAybx_unXPpnxX7m9KkgBeo81cKyf4Ye43qfJQBG5hL1J=w408-h544-k-no","5",,,"false","/g/1hc1tlqym","en",,,"50.9006214","-113.9110873",,"Mahogany","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-294-0422","+14032940422","4032940422",,,,,,,,,,,"(403) 294-0422","403-294-0422",,,,,,,,,,,,,"ChIJZfJQrWSdcVMRry-pav3N89g",,"T3M 1Y1",,"7",,,"247",,,,,,"2026-04-18T17:36:26.138Z","https://flopros.ca/","https://flopros.ca/calgary-drain-cleaning-services/","https://flopros.ca/","https://flopros.ca/drain-cleaning-in-calgary/","https://flopros.ca/","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber","Alberta","119 Marquis Cres SE",,"false",,,"Flo Pros Drain Services Inc","4.9",,"https://www.google.com/maps/search/?api=1&query=Flo%20Pros%20Drain%20Services%20Inc&query_place_id=ChIJZfJQrWSdcVMRry-pav3N89g","http://www.flopros.ca/",,,,,
,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumber","Air conditioning contractor","Air conditioning repair service","Air duct cleaning service","Drainage service","Service establishment","Furnace repair service","HVAC contractor","Heating contractor",,"Plumber",,,"13449902555118240249",,"false",,"0",,"plumbingparamedics.ca","help@plumbingparamedics.ca",,,,,,"https://www.facebook.com/plumbingparamedics",,"0x537170a38947bf63:0xbaa7a71cfd7101f9",,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHx2MT114MedgTAQYmTosX6P9y-7jbXCsjCIfx4p11SUdaAuKbJVELlxH89ZnvViMHvN1YqeHlSyS9rY85yCODzLJtbfWlWIakdDN3O-EGb2YOVDY9_TWfRbg_ZhHMIW2mfbBg=w408-h272-k-no","333","https://www.instagram.com/plumbingheatingparamedicsyyc",,"false","/g/1hc7p7p2z","en","https://www.linkedin.com/company/plumbing-paramedics",,"50.9433782","-114.090531",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-205-4554","+15872054554","587-316-2946","(587)206-6881","587-327-6643","587-206-6881",,,,,,,,"587-792-2370","50.955093","113.965028","(587) 206-6881","587-327-6643","(587) 206-68814","(587) 747-6979","587-327-664324",,,,,,,"ChIJY79HiaNwcVMR-QFx_Rynp7o",,,,"1",,,"1288",,,,,,"2026-04-18T17:36:26.135Z","https://www.plumbingparamedics.ca/?utm_source=google&utm_medium=organic&utm_campaign=local+listings","https://www.plumbingparamedics.ca/blog/breakdowns-and-keep-your-home-comfortable-in-every-season-hvac-maintenance-in-calgary-how-regular-tune-ups-save-you-money-all-year","https://www.plumbingparamedics.ca/careers","https://www.plumbingparamedics.ca/contact-us","https://www.plumbingparamedics.ca/about-us","https://www.google.com/maps/search/plumber/@50.94138981351432,-113.88334802444844,13z?hl=en","plumber",,,,"false",,,"Plumbing & Heating Paramedics","4.8",,"https://www.google.com/maps/search/?api=1&query=Plumbing%20%26%20Heating%20Paramedics&query_place_id=ChIJY79HiaNwcVMR-QFx_Rynp7o","https://www.plumbingparamedics.ca/?utm_source=google&utm_medium=organic&utm_campaign=local+listings",,"https://www.youtube.com/channel/UC3k_OuMVt8cl09ommvHri8g",,,
