"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Amenities/0/Free Wi-Fi","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/Crowd/0/Transgender safespace","additionalInfo/Crowd/1/LGBTQ+ friendly","additionalInfo/Crowd/1/Transgender safespace","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Installation service","additionalInfo/Offerings/0/Repair services","additionalInfo/Offerings/1/Installation service","additionalInfo/Offerings/1/Repair services","additionalInfo/Parking/0/Free parking lot","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/English","additionalInfo/Service options/0/Online estimates","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/English","additionalInfo/Service options/1/Online estimates","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/English","additionalInfo/Service options/2/Online estimates","additionalInfo/Service options/2/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","depth","description","domain","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","emails/6","emails/7","emails/8","emails/9","emails/10","emails/11","emails/12","emails/13","emails/14","facebooks/0","facebooks/1","facebooks/2","facebooks/3","facebooks/4","facebooks/5","facebooks/6","facebooks/7","fid","floor","googleFoodUrl","hotelAds/0/googleUrl","hotelAds/0/isOfficialSite","hotelAds/0/price","hotelAds/0/title","hotelAds/0/url","hotelAds/1/googleUrl","hotelAds/1/isOfficialSite","hotelAds/1/price","hotelAds/1/title","hotelAds/1/url","hotelStars","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","locatedIn","location/lat","location/lng","menu","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phones/3","phones/4","phones/5","phones/6","phones/7","phones/8","phones/9","phones/10","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","phonesUncertain/16","phonesUncertain/17","phonesUncertain/18","phonesUncertain/19","phonesUncertain/20","phonesUncertain/21","phonesUncertain/22","phonesUncertain/23","phonesUncertain/24","phonesUncertain/25","phonesUncertain/26","phonesUncertain/27","phonesUncertain/28","phonesUncertain/29","phonesUncertain/30","phonesUncertain/31","phonesUncertain/32","phonesUncertain/33","phonesUncertain/34","phonesUncertain/35","phonesUncertain/36","phonesUncertain/37","phonesUncertain/38","phonesUncertain/39","phonesUncertain/40","phonesUncertain/41","phonesUncertain/42","phonesUncertain/43","phonesUncertain/44","phonesUncertain/45","phonesUncertain/46","phonesUncertain/47","phonesUncertain/48","phonesUncertain/49","pinterests/0","placeId","plusCode","postalCode","price","rank","reserveTableUrl","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","scrapedUrls/0","scrapedUrls/1","scrapedUrls/2","scrapedUrls/3","scrapedUrls/4","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","twitters/0","url","website","whatsapps/0","youtubes/0","youtubes/1","youtubes/2","youtubes/3","youtubes/4"
,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,"HVAC contractor","Service establishment",,,,,,,,,"HVAC contractor",,,"976507255122170637",,"false",,"0",,"correll.ca",,,,,,,,,,,,,,,,,,,,,,,,"0x5371778ef4fdf6cb:0xd8d402cbe26130d",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEGiN8HI24kyOB6eLBODnULCa6VT1zgP4zxpUL5kQn858Bi0v3cAU5ZIl6JpV49bjVDvB_FRsdIwAam9CCKE_Ugsz7xZ_8fv-uiuS6tF14Z3cwoe66jQIx2bzAoGPdaXFw9xaywA=w408-h544-k-no","15",,,"false","/g/11gfk4931h","en",,,"50.9541194","-114.087835",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","","","+14034786911",,,,,,,,,,,"(403) 478-6911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJy_b99I53cVMRDRMmvixAjQ0",,,,"3",,,"66",,,,,,"2026-04-18T17:29:24.866Z","https://correll.ca/","https://correll.ca/about-correll-heating-cooling/careers/","https://correll.ca/contact-us/","https://correll.ca/about-correll-heating-cooling/","https://correll.ca/about-correll-heating-cooling/testimonials/","https://www.google.com/maps/search/hvac%20/@50.94138981351432,-113.88334802444844,13z?hl=en","hvac ",,,,"false","Correll Heating and Cooling","4.9",,"https://www.google.com/maps/search/?api=1&query=Correll%20Heating%20and%20Cooling&query_place_id=ChIJy_b99I53cVMRDRMmvixAjQ0","http://www.correll.ca/",,,,,,
,,"true",,,,,"true",,"true","true",,,"true",,"true",,,"true",,,,,,,,,,"true",,,,"true","true",,,"4407 116 Ave SE #22, Calgary, AB T2Z 3Z4, Canada","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning system supplier","Air filter supplier","Furnace repair service","Gas installation service","Heating contractor","Heating equipment supplier","Hot water system supplier","HVAC contractor",,,"13751063271669645077","Calgary","false","CA","0",,"theheatingninja.com","matt@theheatingninja.com","admin@theheatingninja.com",,,,,,,,,,,,,,"https://www.facebook.com/theheatingninja",,,,,,,,"0x537177a2499790a5:0xbed5973077ca3f15",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRZCw9XxQOC34tMmuf9iLWuUPnZ1FBBacxIFnVp3M7fLkH-v_GM2LzXIXlEpOq_FpV7I27lQ8k5IMv-eoo5o9n8JEqSR7Lg5w4cuI3TPASk3q3Gw51_KEKZZUVVRWwJAkqXqL1=w408-h544-k-no","28","https://www.instagram.com/theheatingninja.ca",,"false","/g/11bzv9qcmk","en","https://www.linkedin.com/company/the-heating-ninja",,"50.9466695","-113.9725142",,"East Shepard Industrial","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-969-5781","+14039695781","4039695781","5875831948","4039695763","587-583-1948",,,,,,,,"587-583-1948","403-969-5781","403-969-5763","4407 116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJpZCXSaJ3cVMRFT_KdzCX1b4",,"T2Z 3Z4",,"19",,,"117",,,,,,"2026-04-18T17:29:24.848Z","https://theheatingninja.com/?utm_source=organic&utm_medium=gbp&utm_campaign=gbp-link","https://theheatingninja.com/about-us/","https://theheatingninja.com/about-us/why-choose-us/","https://theheatingninja.com/about-us/our-story/","https://theheatingninja.com/contact/","https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ","Alberta","4407 116 Ave SE #22",,"false","The Heating Ninja - Heating and Cooling","4.9","https://twitter.com/theheatingninja","https://www.google.com/maps/search/?api=1&query=The%20Heating%20Ninja%20-%20Heating%20and%20Cooling&query_place_id=ChIJpZCXSaJ3cVMRFT_KdzCX1b4","https://theheatingninja.com/?utm_source=organic&utm_medium=gbp&utm_campaign=gbp-link",,"https://www.youtube.com/@TheHeatingNinja",,,,
"true",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,"11929 40 St SE #214, Calgary, AB T2Z 4M8, Canada","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Furnace store","Furnace repair service",,,,,,"HVAC contractor",,,"12321467675965975345","Calgary","false","CA","0",,"albertamountainair.com",,,,,,,,,,,,,,,,"https://www.facebook.com/AlbertaMountainAir",,,,,,,,"0x5371777a9b1b6011:0xaafea591c168eb31",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHk_H6oObTZduwoEwVsX4g2L9P17qCpercV00UCIXwqKyTyANPwiNNlbwZVHtYK_3V6pP4NoWPwfUX25oNUjg-eJ-jb6MTsHuFMH8RYRrNlNR9C0etpK7fLRZUdrB-Mr0yTKxliBA=w408-h544-k-no","86",,,"false","/g/1tk6p_p2","en",,,"50.94388","-113.976851",,"East Shepard Industrial","Monday","8 AM to 4 PM","Tuesday","8 AM to 4 PM","Wednesday","8 AM to 4 PM","Thursday","8 AM to 4 PM","Friday","8 AM to 4 PM","Saturday","Closed","Sunday","Closed","false","+1 403-236-4366","+14032364366","14032364366","+14032364366","403-236-4366",,,,,,,,,"(403) 236-4366","403-236-4366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJEWAbm3p3cVMRMetowZGl_qo",,"T2Z 4M8",,"16",,,"972",,,,,,"2026-04-18T17:29:24.848Z","https://albertamountainair.com/","https://albertamountainair.com/blog/","https://albertamountainair.com/contact/","https://albertamountainair.com/about/","https://albertamountainair.com/current-promotions/","https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ","Alberta","11929 40 St SE #214",,"false","Alberta Mountain Air Heating & Air Conditioning","4.8",,"https://www.google.com/maps/search/?api=1&query=Alberta%20Mountain%20Air%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJEWAbm3p3cVMRMetowZGl_qo","https://albertamountainair.com/",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"HVAC contractor","Service establishment",,,,,,,,,"HVAC contractor",,,"6098775800566581056",,"false",,"0",,"laveckholdingshvac.ca","Laveckholdings@gmail.com",,,,,,,,,,,,,,,,,,,,,,,"0x537177bee6035519:0x54a3344725850740",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWgYKm9tAWgNtEqDmXlJNFzy9xuLHBvJMLhtzX1v6G3qc8aLiLE7q_F9Vcbl2yd0NuXDHgicjbkcyhQgqRJquvBmwVRSVGMmXv40qAs5PzS9-I-8B5XZmpUKayd4zi-7OUZg2Yig=w408-h544-k-no","75",,,"false","/g/11nys5bpkh","en",,,"50.9433782","-113.9392992",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-975-7044","+14039757044",,,,,,,,,,,,"403-975-7044","(403) 975-7044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJGVUD5r53cVMRQAeFJUc0o1Q",,,,"17",,,"24",,,,,,"2026-04-18T17:29:24.848Z","https://laveckholdingshvac.ca/","https://laveckholdingshvac.ca/#services","https://laveckholdingshvac.ca/#contact",,,"https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ",,,,"false","Laveck Holdings HVAC","5",,"https://www.google.com/maps/search/?api=1&query=Laveck%20Holdings%20HVAC&query_place_id=ChIJGVUD5r53cVMRQAeFJUc0o1Q","https://www.laveckholdingshvac.ca/",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HVAC contractor","Service establishment",,,,,,,,,"HVAC contractor",,,"13206182369191109491",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x53719d348bbfda0d:0xb745c8e53aa9a373",,,,,,,,,,,,,,,"0",,,"false","/g/11mw13z_px","en",,,"51.0276233","-114.087835",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-805-8290","+14038058290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJDdq_izSdcVMRc6OpOuXIRbc",,,,"12",,,"1",,,,,,"2026-04-18T17:29:24.848Z",,,,,,"https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ",,,,"false","Dime home comfort","5",,"https://www.google.com/maps/search/?api=1&query=Dime%20home%20comfort&query_place_id=ChIJDdq_izSdcVMRc6OpOuXIRbc",,,,,,,
"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"5480 76 Ave SE, Calgary, AB T2C 4S3, Canada","Heating equipment supplier","Air conditioning system supplier","Plumbing supply store",,,,,,,,"Heating equipment supplier",,,"8552634821834208690","Calgary","false","CA","0",,"emco.ca",,,,,,,,,,,,,,,,,,,,,,,,"0x53717a23ce6c59ed:0x76b1100e811075b2",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3FoFrEQCGlBxC5SiWZtsUWMxh0NFcH8w6w6P_0ILgeGCBclt0ZIU-Hat16poO2_6Aj-kHt4mKNkpyBzlkCdJ1ap89zwlWzmbIwzFOynC0qvqDZyl04_xz1VNEmapAQbssZzWN=w408-h315-k-no","12",,,"false","/g/1thd6brk","en",,,"50.9859809","-113.9565364",,"Great Plains","Monday","7 AM to 4:30 PM","Tuesday","7 AM to 4:30 PM","Wednesday","7 AM to 4:30 PM","Thursday","7 AM to 4:30 PM","Friday","7 AM to 4:30 PM","Saturday","Closed","Sunday","Closed","false","+1 403-258-2225","+14032582225","403-258-2225",,,,,,,,,,,"403-258-2225","403-640-1397","255075100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ7VlsziN6cVMRsnUQgQ4QsXY",,"T2C 4S3",,"11",,,"40",,,,,,"2026-04-18T17:29:24.866Z","https://emco.ca/stores/emco-calgary-hvac/","https://emco.ca/about-us/","https://emco.ca/homeowners/",,,"https://www.google.com/maps/search/hvac%20/@50.94138981351432,-113.88334802444844,13z?hl=en","hvac ","Alberta","5480 76 Ave SE",,"false","EMCO Calgary HVAC","4.3",,"https://www.google.com/maps/search/?api=1&query=EMCO%20Calgary%20HVAC&query_place_id=ChIJ7VlsziN6cVMRsnUQgQ4QsXY","https://emco.ca/stores/emco-calgary-hvac/",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning system supplier","Service establishment","Heating contractor","Furnace repair service",,,,"HVAC contractor",,,"9362677522494730014",,"false",,"0",,"distincthvac.ca","lilianwilson220@gmail.com",,,,,,,,,,,,,,,"https://www.facebook.com/DistinctHVAC","https://facebook.com/3119385708243602","https://facebook.com/10155367230850806","https://facebook.com/10156777139538541","https://facebook.com/10162107101550192","https://facebook.com/10220461191022279","https://facebook.com/2481582505495880","https://facebook.com/891391345523705","0x53717607dc8a8ac1:0x81eee999e2d52f1e",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7q7yVq9STdYaE2N6pX_NHaohJalXjPEtD4B03FIHVPSJ5pVlakPxy9FbfhHrgcwmnwycD6ntrF6SUm7MwEmJu2WcoeZuLHbl4-phMZXpCWLYP0-Tvd5EVDSgm9NDKuIod2HZsZXqW-ORE=w408-h544-k-no","44","https://www.instagram.com/distinct_heating_cooling",,"false","/g/1th281_k","en",,,"50.8994864","-114.0527286",,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-477-3810","+14034773810",,,,,,,,,,,,"(403) 477-3810","+12252677158","1759802242","1760189733","1760395154","1760501239","1760556330","1760556801","1760565847","1760909185","1761087903","1761140468","1761147860","1761246932","1761776639","1761862470","1761865761","1762302413","1762540260","1762819790","1762821249","1763228164","1763523138","1763910257","1763935049","1763998599","1764112402","1764125696","1764357607","1764561747","1764737851","1764753443","1764984657","1764993768","1765346458","1765584223","1766447547","1766512408","1767716024","1767755972","1767974603","1768406176","1769028475","1770078358","1771009039","1771634371","1772813273","1773509139","1775750287","1776182478",,"ChIJwYqK3Ad2cVMRHi_V4pnp7oE",,,,"13",,,"355",,,,,,"2026-04-18T17:29:24.848Z","https://www.distincthvac.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp","https://www.distincthvac.ca/request-service/","https://www.distincthvac.ca/careers/","https://www.distincthvac.ca/","https://www.distincthvac.ca/contact/","https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ",,,,"false","Distinct Heating & Cooling","5",,"https://www.google.com/maps/search/?api=1&query=Distinct%20Heating%20%26%20Cooling&query_place_id=ChIJwYqK3Ad2cVMRHi_V4pnp7oE","https://www.distincthvac.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp",,,,,,
,"true",,,,,,,,,,,,,"true",,"true",,,,"true",,"true",,,,"true",,"true",,,,"true",,,,"244 Auburn Glen Cl SE, Calgary, AB T3M 2P4, Canada","HVAC contractor","Furnace repair service","Appliance repair service","Refrigerator repair service","Washer & dryer repair service",,,,,,"HVAC contractor",,,"4250058449175982446","Calgary","false","CA","0",,"abrepair.ca","info@abrepair.ca",,,,,,,,,,,,,,,,,,,,,,,"0x5371773712f24ebf:0x3afb3da449c8316e",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFY3pdWPWVhRhHUZIHCuQX7fMImWP0hWNtOw-v8P9PUMOmdkeL8z9sNo3vVmidsQp9kQsVt8TA2kPRZDgb2n2UpcJVUSbvhHd-CHEGMCBOz8U45PsF-Uz4TX495ZlfVEMd_jMhP=w408-h377-k-no","3",,,"false","/g/11ftgtglm5","en",,,"50.8983863","-113.9495676",,"Southeast Calgary","Monday","6 AM to 11 PM","Tuesday","6 AM to 11 PM","Wednesday","6 AM to 11 PM","Thursday","6 AM to 11 PM","Friday","6 AM to 11 PM","Saturday","6 AM to 11 PM","Sunday","6 AM to 11 PM","false","+1 403-444-8332","+14034448332","+14034448332",,,,,,,,,,,"403-444-8332","2002-2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJv07yEjd3cVMRbjHISaQ9-zo",,"T3M 2P4",,"11",,,"40",,,,,,"2026-04-18T17:29:24.847Z","https://abrepair.ca/","https://abrepair.ca/dishwasher-repair/","https://abrepair.ca/","https://abrepair.ca/oven-range-and-stove-repair/","https://abrepair.ca/#","https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ","Alberta","244 Auburn Glen Cl SE",,"false","Auburn Bay Appliance Repair","4.4",,"https://www.google.com/maps/search/?api=1&query=Auburn%20Bay%20Appliance%20Repair&query_place_id=ChIJv07yEjd3cVMRbjHISaQ9-zo","https://abrepair.ca/",,,,,,
,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"347 Marina Grove SE, Calgary, AB T3M 3J6, Canada","Air conditioning repair service",,,,,,,,,,"Air conditioning repair service",,,"11078501966192017627","Calgary","false","CA",,,,,,,,,,,,,,,,,,,,,,,,,,,"0x53717744628ec991:0x99bebed7825780db",,,,,,,,,,,,,,,"0",,,"false","/g/11t8_mm3g1","en",,,"50.890556","-113.9277184",,"Mahogany","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 403-478-8785","+14034788785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJkcmOYkR3cVMR24BXgte-vpk",,"T3M 3J6",,"6",,,,,,,,,"2026-04-18T17:29:24.847Z",,,,,,"https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ","Alberta","347 Marina Grove SE",,"false","Clarke HVAC and Controls",,,"https://www.google.com/maps/search/?api=1&query=Clarke%20HVAC%20and%20Controls&query_place_id=ChIJkcmOYkR3cVMR24BXgte-vpk",,,,,,,
,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,"true",,,,"true",,,,"242 Mahogany Heights SE, Calgary, AB T3M 1X1, Canada","HVAC contractor","Air conditioning contractor","Furnace repair service",,,,,,,,"HVAC contractor",,,"11633448388924314284","Calgary","false","CA","0",,"airmanheatingandairconditioninginc.com","airmanheatingandac2019@gmail.com",,,,,,,,,,,,,,,"https://www.facebook.com/Airman-Heating-And-Air-Conditioning-Inc",,,,,,,,"0x5371771070c4c2fb:0xa1724fac4eac92ac",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHUYJgaUaZqmdJc0ELTtEY_86m4qE60AqBfnfhRtpQCOdAZFYp6f13jOngCbb_eLRi2-AvGj7eZOS2TdP1JC2zUHqq4Z4iNHULzP4y2mWxOZ1OVaJY4-fiLf8TlPvyvoJy8YBzYQ=w408-h488-k-no","17","https://www.instagram.com/airmanheatingandac",,"false","/g/11fs8r45_w","en","https://www.linkedin.com/in/jeremy-larson-118693197",,"50.9040421","-113.931647",,"Mahogany","Monday","6:30 AM to 8 PM","Tuesday","6:30 AM to 8 PM","Wednesday","6:30 AM to 8:30 PM","Thursday","6:30 AM to 8 PM","Friday","6:30 AM to 8 PM","Saturday","9 AM to 5 PM","Sunday","9 AM to 5 PM","false","+1 403-700-5053","+14037005053","403-700-5053","4037005053",,,,,,,,,,"403-700-5053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ-8LEcBB3cVMRrJKsTqxPcqE",,"T3M 1X1",,"8",,,"63",,,,,,"2026-04-18T17:29:24.847Z","https://www.airmanheatingandairconditioninginc.com/","https://www.airmanheatingandairconditioninginc.com/#comp-mj0salbg","https://www.airmanheatingandairconditioninginc.com/#comp-mj0s8o9o","https://www.airmanheatingandairconditioninginc.com/#comp-mj0sd8mz","https://www.airmanheatingandairconditioninginc.com/#comp-mj0sbh8k","https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ","Alberta","242 Mahogany Heights SE",,"false","Airman Heating and Air Conditioning Inc","5",,"https://www.google.com/maps/search/?api=1&query=Airman%20Heating%20and%20Air%20Conditioning%20Inc&query_place_id=ChIJ-8LEcBB3cVMRrJKsTqxPcqE","https://www.airmanheatingandairconditioninginc.com/",,,,,,
,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,"true",,,,"true","true",,,"283 Wolf Creek Way SE, Calgary, AB T2X 4Z3, Canada","HVAC contractor","Air conditioning repair service","Furnace repair service",,,,,,,,"HVAC contractor",,,"9664404236225854050","Calgary","false","CA","0",,"onestophvac.ca",,,,,,,,,,,,,,,,,,,,,,,,"0x53719d3dfe33c905:0x861edc72da05ba62",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtepbFfPCHdqHhXqVGygCDArliAyWHTcwrRUQ51kXoSTraREMcCUzCTU5XSIHuO-m8m2tQ_NbwnfQ1SuDmBKPikwu7Guy-Vc_QAqN_2xpab0TIDGcDS6DvVAtlLkrHbGFoxjc=w408-h306-k-no","43","https://www.instagram.com/onestophvac.ca",,"false","/g/11vd3m7w9f","en",,,"50.8762021","-114.0115728",,"Southeast Calgary","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-227-7847","+15872277847","(587) 227-7847",,,,,,,,,,,"(587) 227-7847","587-227-7847","50.876200","114.011490","100083250290445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ca.pinterest.com/onestophvaccalgary","ChIJBckz_j2dcVMRYroF2nLcHoY",,"T2X 4Z3",,"10",,,"219",,,,,,"2026-04-18T17:29:24.847Z","https://onestophvac.ca/","https://onestophvac.ca/projects/","https://onestophvac.ca/about-us/","https://onestophvac.ca/contact/","https://onestophvac.ca/blog/","https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ","Alberta","283 Wolf Creek Way SE",,"false","One Stop Heating & Air Conditioning","4.8",,"https://www.google.com/maps/search/?api=1&query=One%20Stop%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJBckz_j2dcVMRYroF2nLcHoY","https://onestophvac.ca/",,"https://www.youtube.com/embed/TEVO6EKT_uo","https://www.youtube.com/embed/c2anV6jgoaU","https://www.youtube.com/embed/34_lxF9Lad4","https://www.youtube.com/embed/FNJwFhT8qm8","https://www.youtube.com/@OneStopHVAC"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98 Brightonstone Grove SE, Calgary, AB T2Z 0C7, Canada","HVAC contractor","Furnace repair service",,,,,,,,,"HVAC contractor",,,"7791476048359037803","Calgary","false","CA","0",,"solidrockhvac.ca",,,,,,,,,,,,,,,,,,,,,,,,"0x537177d0c386f445:0x6c20e22f5a679b6b",,,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBcbLOsrEFfI8yPnBvSjK8FW4vrLT4iKp62ej1bluKpGpQ2BFJcigviryupEuyx9J4ctBVXt5fl6QW5fBSWIlWMnFfhoQf65WZGvl9PDB7_iz6mA4QMxulBolD-otE-UAxWX2H=w408-h408-k-no","17",,,"false","/g/11jchg4c85","en",,,"50.9216643","-113.952179",,"Southeast Calgary","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+1 587-894-4822","+15878944822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJRfSGw9B3cVMRa5tnWi_iIGw",,"T2Z 0C7",,"7",,,"121",,,,,,"2026-04-18T17:29:24.847Z","https://solidrockhvac.ca/","https://solidrockhvac.ca/","https://solidrockhvac.ca/contact/",,,"https://www.google.com/maps/search/hvac%20/@50.855265977028644,-113.88334802444844,13z?hl=en","hvac ","Alberta","98 Brightonstone Grove SE",,"false","Solid Rock HVAC","4.4",,"https://www.google.com/maps/search/?api=1&query=Solid%20Rock%20HVAC&query_place_id=ChIJRfSGw9B3cVMRa5tnWi_iIGw","http://solidrockhvac.ca/",,,,,,
